,MasterBioProject,SlaveBioProject,Title,biosample_id,assembly_id
29,PRJNA294416,PRJNA316321,FDA/CDC Isolate Bank Genome Sequencing,SAMN07291538,
30,PRJNA294416,PRJNA316321,FDA/CDC Isolate Bank Genome Sequencing,SAMN07291537,
31,PRJNA294416,PRJNA316321,FDA/CDC Isolate Bank Genome Sequencing,SAMN07291536,
32,PRJNA294416,PRJNA316321,FDA/CDC Isolate Bank Genome Sequencing,SAMN07291535,
33,PRJNA294416,PRJNA316321,FDA/CDC Isolate Bank Genome Sequencing,SAMN07291534,
34,PRJNA294416,PRJNA316321,FDA/CDC Isolate Bank Genome Sequencing,SAMN07291533,
35,PRJNA294416,PRJNA316321,FDA/CDC Isolate Bank Genome Sequencing,SAMN07291532,
36,PRJNA294416,PRJNA316321,FDA/CDC Isolate Bank Genome Sequencing,SAMN07291531,
37,PRJNA294416,PRJNA316321,FDA/CDC Isolate Bank Genome Sequencing,SAMN07291530,
38,PRJNA294416,PRJNA316321,FDA/CDC Isolate Bank Genome Sequencing,SAMN07291529,
39,PRJNA294416,PRJNA316321,FDA/CDC Isolate Bank Genome Sequencing,SAMN07291528,
40,PRJNA294416,PRJNA316321,FDA/CDC Isolate Bank Genome Sequencing,SAMN07291527,
41,PRJNA294416,PRJNA316321,FDA/CDC Isolate Bank Genome Sequencing,SAMN07291526,
42,PRJNA294416,PRJNA316321,FDA/CDC Isolate Bank Genome Sequencing,SAMN07291525,
43,PRJNA294416,PRJNA316321,FDA/CDC Isolate Bank Genome Sequencing,SAMN07291524,
44,PRJNA294416,PRJNA316321,FDA/CDC Isolate Bank Genome Sequencing,SAMN07291523,
45,PRJNA294416,PRJNA316321,FDA/CDC Isolate Bank Genome Sequencing,SAMN07291522,
46,PRJNA294416,PRJNA316321,FDA/CDC Isolate Bank Genome Sequencing,SAMN07291521,
47,PRJNA294416,PRJNA316321,FDA/CDC Isolate Bank Genome Sequencing,SAMN07291520,
48,PRJNA294416,PRJNA316321,FDA/CDC Isolate Bank Genome Sequencing,SAMN07291519,
49,PRJNA294416,PRJNA316321,FDA/CDC Isolate Bank Genome Sequencing,SAMN07291518,
50,PRJNA294416,PRJNA316321,FDA/CDC Isolate Bank Genome Sequencing,SAMN07291517,
51,PRJNA294416,PRJNA316321,FDA/CDC Isolate Bank Genome Sequencing,SAMN07291515,
52,PRJNA294416,PRJNA316321,FDA/CDC Isolate Bank Genome Sequencing,SAMN07291514,
53,PRJNA294416,PRJNA316321,FDA/CDC Isolate Bank Genome Sequencing,SAMN07291513,
54,PRJNA294416,PRJNA316321,FDA/CDC Isolate Bank Genome Sequencing,SAMN07291512,
55,PRJNA294416,PRJNA316321,FDA/CDC Isolate Bank Genome Sequencing,SAMN07291511,
56,PRJNA294416,PRJNA316321,FDA/CDC Isolate Bank Genome Sequencing,SAMN07291510,
57,PRJNA294416,PRJNA316321,FDA/CDC Isolate Bank Genome Sequencing,SAMN07291509,
58,PRJNA294416,PRJNA316321,FDA/CDC Isolate Bank Genome Sequencing,SAMN07291508,
59,PRJNA294416,PRJNA316321,FDA/CDC Isolate Bank Genome Sequencing,SAMN07291506,
60,PRJNA294416,PRJNA316321,FDA/CDC Isolate Bank Genome Sequencing,SAMN07291505,
61,PRJNA294416,PRJNA316321,FDA/CDC Isolate Bank Genome Sequencing,SAMN07291504,
62,PRJNA294416,PRJNA316321,FDA/CDC Isolate Bank Genome Sequencing,SAMN07291503,
63,PRJNA294416,PRJNA316321,FDA/CDC Isolate Bank Genome Sequencing,SAMN07291502,
64,PRJNA294416,PRJNA316321,FDA/CDC Isolate Bank Genome Sequencing,SAMN07291501,
65,PRJNA294416,PRJNA316321,FDA/CDC Isolate Bank Genome Sequencing,SAMN07291500,
66,PRJNA294416,PRJNA316321,FDA/CDC Isolate Bank Genome Sequencing,SAMN07291499,
67,PRJNA294416,PRJNA316321,FDA/CDC Isolate Bank Genome Sequencing,SAMN07291498,
68,PRJNA294416,PRJNA316321,FDA/CDC Isolate Bank Genome Sequencing,SAMN07291497,
69,PRJNA294416,PRJNA316321,FDA/CDC Isolate Bank Genome Sequencing,SAMN07291496,
70,PRJNA294416,PRJNA316321,FDA/CDC Isolate Bank Genome Sequencing,SAMN07291495,
71,PRJNA294416,PRJNA316321,FDA/CDC Isolate Bank Genome Sequencing,SAMN07291494,
72,PRJNA294416,PRJNA316321,FDA/CDC Isolate Bank Genome Sequencing,SAMN04901666,
73,PRJNA294416,PRJNA316321,FDA/CDC Isolate Bank Genome Sequencing,SAMN04901631,
74,PRJNA294416,PRJNA316321,FDA/CDC Isolate Bank Genome Sequencing,SAMN04901620,
75,PRJNA294416,PRJNA316321,FDA/CDC Isolate Bank Genome Sequencing,SAMN04901618,
76,PRJNA294416,PRJNA316321,FDA/CDC Isolate Bank Genome Sequencing,SAMN04901617,
77,PRJNA294416,PRJNA316321,FDA/CDC Isolate Bank Genome Sequencing,SAMN04901616,
78,PRJNA294416,PRJNA316321,FDA/CDC Isolate Bank Genome Sequencing,SAMN04901615,
79,PRJNA294416,PRJNA316321,FDA/CDC Isolate Bank Genome Sequencing,SAMN04901614,
80,PRJNA294416,PRJNA316321,FDA/CDC Isolate Bank Genome Sequencing,SAMN04901613,
81,PRJNA294416,PRJNA316321,FDA/CDC Isolate Bank Genome Sequencing,SAMN04901612,
82,PRJNA294416,PRJNA316321,FDA/CDC Isolate Bank Genome Sequencing,SAMN04901611,
83,PRJNA294416,PRJNA316321,FDA/CDC Isolate Bank Genome Sequencing,SAMN04901610,
84,PRJNA294416,PRJNA316321,FDA/CDC Isolate Bank Genome Sequencing,SAMN04901609,
85,PRJNA294416,PRJNA316321,FDA/CDC Isolate Bank Genome Sequencing,SAMN04901608,
86,PRJNA294416,PRJNA316321,FDA/CDC Isolate Bank Genome Sequencing,SAMN04901607,
87,PRJNA294416,PRJNA316321,FDA/CDC Isolate Bank Genome Sequencing,SAMN04901606,
88,PRJNA294416,PRJNA316321,FDA/CDC Isolate Bank Genome Sequencing,SAMN04901605,
89,PRJNA294416,PRJNA316321,FDA/CDC Isolate Bank Genome Sequencing,SAMN04014911,
90,PRJNA294416,PRJNA316321,FDA/CDC Isolate Bank Genome Sequencing,SAMN04014898,
91,PRJNA294416,PRJNA316321,FDA/CDC Isolate Bank Genome Sequencing,SAMN04014893,
92,PRJNA294416,PRJNA316321,FDA/CDC Isolate Bank Genome Sequencing,SAMN04014879,
93,PRJNA294416,PRJNA316321,FDA/CDC Isolate Bank Genome Sequencing,SAMN04014873,
94,PRJNA294416,PRJNA316321,FDA/CDC Isolate Bank Genome Sequencing,SAMN04014897,
95,PRJNA294416,PRJNA391514,Staphylococcus aureus Genome sequencing and assembly,SAMN07291585,
96,PRJNA294416,PRJNA391514,Staphylococcus aureus Genome sequencing and assembly,SAMN07291584,
97,PRJNA294416,PRJNA391514,Staphylococcus aureus Genome sequencing and assembly,SAMN07291583,
98,PRJNA294416,PRJNA391514,Staphylococcus aureus Genome sequencing and assembly,SAMN07291582,
99,PRJNA294416,PRJNA391514,Staphylococcus aureus Genome sequencing and assembly,SAMN07291581,
100,PRJNA294416,PRJNA391514,Staphylococcus aureus Genome sequencing and assembly,SAMN07291580,
101,PRJNA294416,PRJNA391514,Staphylococcus aureus Genome sequencing and assembly,SAMN07291579,
102,PRJNA294416,PRJNA391514,Staphylococcus aureus Genome sequencing and assembly,SAMN07291578,
103,PRJNA294416,PRJNA391514,Staphylococcus aureus Genome sequencing and assembly,SAMN07291577,
104,PRJNA294416,PRJNA391514,Staphylococcus aureus Genome sequencing and assembly,SAMN07291576,
105,PRJNA294416,PRJNA391514,Staphylococcus aureus Genome sequencing and assembly,SAMN07291575,
106,PRJNA294416,PRJNA391514,Staphylococcus aureus Genome sequencing and assembly,SAMN07291574,
107,PRJNA294416,PRJNA391514,Staphylococcus aureus Genome sequencing and assembly,SAMN07291573,
108,PRJNA294416,PRJNA391514,Staphylococcus aureus Genome sequencing and assembly,SAMN07291572,
109,PRJNA294416,PRJNA391514,Staphylococcus aureus Genome sequencing and assembly,SAMN07291571,
110,PRJNA294416,PRJNA391514,Staphylococcus aureus Genome sequencing and assembly,SAMN07291570,
111,PRJNA294416,PRJNA391514,Staphylococcus aureus Genome sequencing and assembly,SAMN07291569,
112,PRJNA294416,PRJNA391514,Staphylococcus aureus Genome sequencing and assembly,SAMN07291568,
113,PRJNA294416,PRJNA391514,Staphylococcus aureus Genome sequencing and assembly,SAMN07291567,
114,PRJNA294416,PRJNA391514,Staphylococcus aureus Genome sequencing and assembly,SAMN07291566,
115,PRJNA294416,PRJNA391514,Staphylococcus aureus Genome sequencing and assembly,SAMN07291565,
116,PRJNA294416,PRJNA391514,Staphylococcus aureus Genome sequencing and assembly,SAMN07291564,
117,PRJNA294416,PRJNA391514,Staphylococcus aureus Genome sequencing and assembly,SAMN07291563,
118,PRJNA294416,PRJNA391514,Staphylococcus aureus Genome sequencing and assembly,SAMN07291562,
119,PRJNA294416,PRJNA391514,Staphylococcus aureus Genome sequencing and assembly,SAMN07291561,
120,PRJNA294416,PRJNA391514,Staphylococcus aureus Genome sequencing and assembly,SAMN07291560,
121,PRJNA294416,PRJNA391514,Staphylococcus aureus Genome sequencing and assembly,SAMN07291559,
122,PRJNA294416,PRJNA391514,Staphylococcus aureus Genome sequencing and assembly,SAMN07291558,
123,PRJNA294416,PRJNA391514,Staphylococcus aureus Genome sequencing and assembly,SAMN07291557,
124,PRJNA294416,PRJNA391514,Staphylococcus aureus Genome sequencing and assembly,SAMN07291556,
125,PRJNA294416,PRJNA391514,Staphylococcus aureus Genome sequencing and assembly,SAMN07291555,
126,PRJNA294416,PRJNA391514,Staphylococcus aureus Genome sequencing and assembly,SAMN07291554,
127,PRJNA294416,PRJNA317141,Acinetobacter species Genome sequencing and assembly,SAMN04901703,
128,PRJNA294416,PRJNA317141,Acinetobacter species Genome sequencing and assembly,SAMN04901702,
129,PRJNA294416,PRJNA317141,Acinetobacter species Genome sequencing and assembly,SAMN04901701,
130,PRJNA294416,PRJNA317141,Acinetobacter species Genome sequencing and assembly,SAMN04901700,
131,PRJNA294416,PRJNA317141,Acinetobacter species Genome sequencing and assembly,SAMN04901699,
132,PRJNA294416,PRJNA317141,Acinetobacter species Genome sequencing and assembly,SAMN04901698,
133,PRJNA294416,PRJNA317141,Acinetobacter species Genome sequencing and assembly,SAMN04901697,
134,PRJNA294416,PRJNA317141,Acinetobacter species Genome sequencing and assembly,SAMN04901696,
135,PRJNA294416,PRJNA317141,Acinetobacter species Genome sequencing and assembly,SAMN04901695,
136,PRJNA294416,PRJNA317141,Acinetobacter species Genome sequencing and assembly,SAMN04901694,
137,PRJNA294416,PRJNA317141,Acinetobacter species Genome sequencing and assembly,SAMN04901693,
138,PRJNA294416,PRJNA317141,Acinetobacter species Genome sequencing and assembly,SAMN04901692,
139,PRJNA294416,PRJNA317141,Acinetobacter species Genome sequencing and assembly,SAMN04901691,
140,PRJNA294416,PRJNA317141,Acinetobacter species Genome sequencing and assembly,SAMN04901690,
141,PRJNA294416,PRJNA317141,Acinetobacter species Genome sequencing and assembly,SAMN04901689,
142,PRJNA294416,PRJNA317141,Acinetobacter species Genome sequencing and assembly,SAMN04901688,
143,PRJNA294416,PRJNA317141,Acinetobacter species Genome sequencing and assembly,SAMN04901687,
144,PRJNA294416,PRJNA317141,Acinetobacter species Genome sequencing and assembly,SAMN04901686,
145,PRJNA294416,PRJNA317141,Acinetobacter species Genome sequencing and assembly,SAMN04901685,
146,PRJNA294416,PRJNA317141,Acinetobacter species Genome sequencing and assembly,SAMN04901684,
147,PRJNA294416,PRJNA317141,Acinetobacter species Genome sequencing and assembly,SAMN04901683,
148,PRJNA294416,PRJNA317141,Acinetobacter species Genome sequencing and assembly,SAMN04901682,
149,PRJNA294416,PRJNA317141,Acinetobacter species Genome sequencing and assembly,SAMN04901681,
150,PRJNA294416,PRJNA317141,Acinetobacter species Genome sequencing and assembly,SAMN04901680,
151,PRJNA294416,PRJNA317141,Acinetobacter species Genome sequencing and assembly,SAMN04901679,
152,PRJNA294416,PRJNA317141,Acinetobacter species Genome sequencing and assembly,SAMN04901678,
153,PRJNA294416,PRJNA317141,Acinetobacter species Genome sequencing and assembly,SAMN04901677,
154,PRJNA294416,PRJNA317141,Acinetobacter species Genome sequencing and assembly,SAMN04901676,
155,PRJNA294416,PRJNA317141,Acinetobacter species Genome sequencing and assembly,SAMN04901675,
156,PRJNA294416,PRJNA317141,Acinetobacter species Genome sequencing and assembly,SAMN04901674,
157,PRJNA294416,PRJNA317141,Acinetobacter species Genome sequencing and assembly,SAMN04901673,
158,PRJNA294416,PRJNA317141,Acinetobacter species Genome sequencing and assembly,SAMN04901672,
159,PRJNA294416,PRJNA317141,Acinetobacter species Genome sequencing and assembly,SAMN04901671,
160,PRJNA294416,PRJNA317141,Acinetobacter species Genome sequencing and assembly,SAMN04901670,
161,PRJNA294416,PRJNA317141,Acinetobacter species Genome sequencing and assembly,SAMN04901669,
162,PRJNA294416,PRJNA317141,Acinetobacter species Genome sequencing and assembly,SAMN04901668,
163,PRJNA294416,PRJNA317141,Acinetobacter species Genome sequencing and assembly,SAMN04901667,
164,PRJNA294416,PRJNA317141,Acinetobacter species Genome sequencing and assembly,SAMN04901666,
165,PRJNA294416,PRJNA317141,Acinetobacter species Genome sequencing and assembly,SAMN04901665,
166,PRJNA294416,PRJNA317141,Acinetobacter species Genome sequencing and assembly,SAMN04901664,
167,PRJNA294416,PRJNA317141,Acinetobacter species Genome sequencing and assembly,SAMN04901663,
168,PRJNA294416,PRJNA317148,Staphylococcus aureus Genome sequencing and assembly,SAMN04901618,
169,PRJNA294416,PRJNA317148,Staphylococcus aureus Genome sequencing and assembly,SAMN04901617,
170,PRJNA294416,PRJNA317148,Staphylococcus aureus Genome sequencing and assembly,SAMN04901616,
171,PRJNA294416,PRJNA317148,Staphylococcus aureus Genome sequencing and assembly,SAMN04901615,
172,PRJNA294416,PRJNA317148,Staphylococcus aureus Genome sequencing and assembly,SAMN04901614,
173,PRJNA294416,PRJNA317148,Staphylococcus aureus Genome sequencing and assembly,SAMN04901613,
174,PRJNA294416,PRJNA317148,Staphylococcus aureus Genome sequencing and assembly,SAMN04901612,
175,PRJNA294416,PRJNA317148,Staphylococcus aureus Genome sequencing and assembly,SAMN04901611,
176,PRJNA294416,PRJNA317148,Staphylococcus aureus Genome sequencing and assembly,SAMN04901610,
177,PRJNA294416,PRJNA317148,Staphylococcus aureus Genome sequencing and assembly,SAMN04901609,
178,PRJNA294416,PRJNA317148,Staphylococcus aureus Genome sequencing and assembly,SAMN04901608,
179,PRJNA294416,PRJNA317148,Staphylococcus aureus Genome sequencing and assembly,SAMN04901607,
180,PRJNA294416,PRJNA317148,Staphylococcus aureus Genome sequencing and assembly,SAMN04901606,
181,PRJNA294416,PRJNA317148,Staphylococcus aureus Genome sequencing and assembly,SAMN04901605,
182,PRJNA294416,PRJNA317143,Pseudomonas aeruginosa Genome sequencing and assembly,SAMN04901662,
183,PRJNA294416,PRJNA317143,Pseudomonas aeruginosa Genome sequencing and assembly,SAMN04901661,
184,PRJNA294416,PRJNA317143,Pseudomonas aeruginosa Genome sequencing and assembly,SAMN04901660,
185,PRJNA294416,PRJNA317143,Pseudomonas aeruginosa Genome sequencing and assembly,SAMN04901659,
186,PRJNA294416,PRJNA317143,Pseudomonas aeruginosa Genome sequencing and assembly,SAMN04901658,
187,PRJNA294416,PRJNA317143,Pseudomonas aeruginosa Genome sequencing and assembly,SAMN04901657,
188,PRJNA294416,PRJNA317143,Pseudomonas aeruginosa Genome sequencing and assembly,SAMN04901656,
189,PRJNA294416,PRJNA317143,Pseudomonas aeruginosa Genome sequencing and assembly,SAMN04901655,
190,PRJNA294416,PRJNA317143,Pseudomonas aeruginosa Genome sequencing and assembly,SAMN04901654,
191,PRJNA294416,PRJNA317143,Pseudomonas aeruginosa Genome sequencing and assembly,SAMN04901653,
192,PRJNA294416,PRJNA317143,Pseudomonas aeruginosa Genome sequencing and assembly,SAMN04901652,
193,PRJNA294416,PRJNA317143,Pseudomonas aeruginosa Genome sequencing and assembly,SAMN04901651,
194,PRJNA294416,PRJNA317143,Pseudomonas aeruginosa Genome sequencing and assembly,SAMN04901650,
195,PRJNA294416,PRJNA317143,Pseudomonas aeruginosa Genome sequencing and assembly,SAMN04901649,
196,PRJNA294416,PRJNA317143,Pseudomonas aeruginosa Genome sequencing and assembly,SAMN04901648,
197,PRJNA294416,PRJNA317143,Pseudomonas aeruginosa Genome sequencing and assembly,SAMN04901647,
198,PRJNA294416,PRJNA317143,Pseudomonas aeruginosa Genome sequencing and assembly,SAMN04901646,
199,PRJNA294416,PRJNA317143,Pseudomonas aeruginosa Genome sequencing and assembly,SAMN04901645,
200,PRJNA294416,PRJNA317143,Pseudomonas aeruginosa Genome sequencing and assembly,SAMN04901644,
201,PRJNA294416,PRJNA317143,Pseudomonas aeruginosa Genome sequencing and assembly,SAMN04901643,
202,PRJNA294416,PRJNA317143,Pseudomonas aeruginosa Genome sequencing and assembly,SAMN04901642,
203,PRJNA294416,PRJNA317143,Pseudomonas aeruginosa Genome sequencing and assembly,SAMN04901641,
204,PRJNA294416,PRJNA317143,Pseudomonas aeruginosa Genome sequencing and assembly,SAMN04901640,
205,PRJNA294416,PRJNA317143,Pseudomonas aeruginosa Genome sequencing and assembly,SAMN04901639,
206,PRJNA294416,PRJNA317143,Pseudomonas aeruginosa Genome sequencing and assembly,SAMN04901638,
207,PRJNA294416,PRJNA317143,Pseudomonas aeruginosa Genome sequencing and assembly,SAMN04901637,
208,PRJNA294416,PRJNA317143,Pseudomonas aeruginosa Genome sequencing and assembly,SAMN04901636,
209,PRJNA294416,PRJNA317143,Pseudomonas aeruginosa Genome sequencing and assembly,SAMN04901635,
210,PRJNA294416,PRJNA317143,Pseudomonas aeruginosa Genome sequencing and assembly,SAMN04901634,
211,PRJNA294416,PRJNA317143,Pseudomonas aeruginosa Genome sequencing and assembly,SAMN04901633,
212,PRJNA294416,PRJNA317143,Pseudomonas aeruginosa Genome sequencing and assembly,SAMN04901632,
213,PRJNA294416,PRJNA317143,Pseudomonas aeruginosa Genome sequencing and assembly,SAMN04901631,
214,PRJNA294416,PRJNA317143,Pseudomonas aeruginosa Genome sequencing and assembly,SAMN04901630,
215,PRJNA294416,PRJNA317143,Pseudomonas aeruginosa Genome sequencing and assembly,SAMN04901629,
216,PRJNA294416,PRJNA317143,Pseudomonas aeruginosa Genome sequencing and assembly,SAMN04901628,
217,PRJNA294416,PRJNA317143,Pseudomonas aeruginosa Genome sequencing and assembly,SAMN04901627,
218,PRJNA294416,PRJNA317143,Pseudomonas aeruginosa Genome sequencing and assembly,SAMN04901626,
219,PRJNA294416,PRJNA317143,Pseudomonas aeruginosa Genome sequencing and assembly,SAMN04901625,
220,PRJNA294416,PRJNA317143,Pseudomonas aeruginosa Genome sequencing and assembly,SAMN04901624,
221,PRJNA294416,PRJNA317143,Pseudomonas aeruginosa Genome sequencing and assembly,SAMN04901623,
222,PRJNA294416,PRJNA317143,Pseudomonas aeruginosa Genome sequencing and assembly,SAMN04901622,
223,PRJNA294416,PRJNA317143,Pseudomonas aeruginosa Genome sequencing and assembly,SAMN04901621,
224,PRJNA294416,PRJNA317143,Pseudomonas aeruginosa Genome sequencing and assembly,SAMN04901620,
225,PRJNA294416,PRJNA317143,Pseudomonas aeruginosa Genome sequencing and assembly,SAMN04901619,
226,PRJNA294416,PRJNA292901,Enterobacteriaceae Carbapenem Breakpoint genome sequencing and assembly,SAMN04014872,
227,PRJNA294416,PRJNA292901,Enterobacteriaceae Carbapenem Breakpoint genome sequencing and assembly,SAMN04014871,
228,PRJNA294416,PRJNA292901,Enterobacteriaceae Carbapenem Breakpoint genome sequencing and assembly,SAMN04014870,
229,PRJNA294416,PRJNA292901,Enterobacteriaceae Carbapenem Breakpoint genome sequencing and assembly,SAMN04014869,
230,PRJNA294416,PRJNA292901,Enterobacteriaceae Carbapenem Breakpoint genome sequencing and assembly,SAMN04014868,
231,PRJNA294416,PRJNA292901,Enterobacteriaceae Carbapenem Breakpoint genome sequencing and assembly,SAMN04014867,
232,PRJNA294416,PRJNA292901,Enterobacteriaceae Carbapenem Breakpoint genome sequencing and assembly,SAMN04014866,
233,PRJNA294416,PRJNA292901,Enterobacteriaceae Carbapenem Breakpoint genome sequencing and assembly,SAMN04014865,
234,PRJNA294416,PRJNA292901,Enterobacteriaceae Carbapenem Breakpoint genome sequencing and assembly,SAMN04014864,
235,PRJNA294416,PRJNA292901,Enterobacteriaceae Carbapenem Breakpoint genome sequencing and assembly,SAMN04014863,
236,PRJNA294416,PRJNA292901,Enterobacteriaceae Carbapenem Breakpoint genome sequencing and assembly,SAMN04014862,
237,PRJNA294416,PRJNA292901,Enterobacteriaceae Carbapenem Breakpoint genome sequencing and assembly,SAMN04014861,
238,PRJNA294416,PRJNA292901,Enterobacteriaceae Carbapenem Breakpoint genome sequencing and assembly,SAMN04014860,
239,PRJNA294416,PRJNA292901,Enterobacteriaceae Carbapenem Breakpoint genome sequencing and assembly,SAMN04014859,
240,PRJNA294416,PRJNA292901,Enterobacteriaceae Carbapenem Breakpoint genome sequencing and assembly,SAMN04014858,
241,PRJNA294416,PRJNA292901,Enterobacteriaceae Carbapenem Breakpoint genome sequencing and assembly,SAMN04014857,GCA_001875745
242,PRJNA294416,PRJNA292901,Enterobacteriaceae Carbapenem Breakpoint genome sequencing and assembly,SAMN04014856,
243,PRJNA294416,PRJNA292901,Enterobacteriaceae Carbapenem Breakpoint genome sequencing and assembly,SAMN04014855,
244,PRJNA294416,PRJNA292901,Enterobacteriaceae Carbapenem Breakpoint genome sequencing and assembly,SAMN04014854,
245,PRJNA294416,PRJNA292901,Enterobacteriaceae Carbapenem Breakpoint genome sequencing and assembly,SAMN04014853,GCA_001874725
246,PRJNA294416,PRJNA292901,Enterobacteriaceae Carbapenem Breakpoint genome sequencing and assembly,SAMN04014852,
247,PRJNA294416,PRJNA292901,Enterobacteriaceae Carbapenem Breakpoint genome sequencing and assembly,SAMN04014851,GCA_001874865
248,PRJNA294416,PRJNA292901,Enterobacteriaceae Carbapenem Breakpoint genome sequencing and assembly,SAMN04014850,
249,PRJNA294416,PRJNA292901,Enterobacteriaceae Carbapenem Breakpoint genome sequencing and assembly,SAMN04014849,
250,PRJNA294416,PRJNA292901,Enterobacteriaceae Carbapenem Breakpoint genome sequencing and assembly,SAMN04014848,
251,PRJNA294416,PRJNA292901,Enterobacteriaceae Carbapenem Breakpoint genome sequencing and assembly,SAMN04014847,
252,PRJNA294416,PRJNA292901,Enterobacteriaceae Carbapenem Breakpoint genome sequencing and assembly,SAMN04014846,GCA_001875055
253,PRJNA294416,PRJNA292901,Enterobacteriaceae Carbapenem Breakpoint genome sequencing and assembly,SAMN04014845,GCA_001875045
254,PRJNA294416,PRJNA292901,Enterobacteriaceae Carbapenem Breakpoint genome sequencing and assembly,SAMN04014844,GCA_001875025
255,PRJNA294416,PRJNA292901,Enterobacteriaceae Carbapenem Breakpoint genome sequencing and assembly,SAMN04014843,GCA_001922365
256,PRJNA294416,PRJNA292901,Enterobacteriaceae Carbapenem Breakpoint genome sequencing and assembly,SAMN04014842,GCA_001874785
257,PRJNA294416,PRJNA292904,Gram Negative Carbapenemase Detection Genome sequencing and assembly,SAMN05244392,
258,PRJNA294416,PRJNA292904,Gram Negative Carbapenemase Detection Genome sequencing and assembly,SAMN04014952,
259,PRJNA294416,PRJNA292904,Gram Negative Carbapenemase Detection Genome sequencing and assembly,SAMN04014951,
260,PRJNA294416,PRJNA292904,Gram Negative Carbapenemase Detection Genome sequencing and assembly,SAMN04014950,
261,PRJNA294416,PRJNA292904,Gram Negative Carbapenemase Detection Genome sequencing and assembly,SAMN04014949,GCA_001875215
262,PRJNA294416,PRJNA292904,Gram Negative Carbapenemase Detection Genome sequencing and assembly,SAMN04014948,
263,PRJNA294416,PRJNA292904,Gram Negative Carbapenemase Detection Genome sequencing and assembly,SAMN04014947,
264,PRJNA294416,PRJNA292904,Gram Negative Carbapenemase Detection Genome sequencing and assembly,SAMN04014946,GCA_001874995
265,PRJNA294416,PRJNA292904,Gram Negative Carbapenemase Detection Genome sequencing and assembly,SAMN04014945,
266,PRJNA294416,PRJNA292904,Gram Negative Carbapenemase Detection Genome sequencing and assembly,SAMN04014944,GCA_001874795
267,PRJNA294416,PRJNA292904,Gram Negative Carbapenemase Detection Genome sequencing and assembly,SAMN04014943,
268,PRJNA294416,PRJNA292904,Gram Negative Carbapenemase Detection Genome sequencing and assembly,SAMN04014942,
269,PRJNA294416,PRJNA292904,Gram Negative Carbapenemase Detection Genome sequencing and assembly,SAMN04014941,GCA_001874975
270,PRJNA294416,PRJNA292904,Gram Negative Carbapenemase Detection Genome sequencing and assembly,SAMN04014940,
